,Date,Time,Location,Operator,FlightNr,Route,AC Type,Registration,SerialNr,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,CrashLong,CrashLat,StartEnd,latStart,longStart,latEnd,longEnd
1374,1953-04-10,,"Near Anchieta Island, Brazil",REAL,, ,Doublas Dc-3,,0,0,0,0,26,0.0,0.0,0,,-40.64902439999999,-20.8040572, ,,,,
1375,1953-04-10,,"Off Kingston, Jamaica",Caribbean International Airways,,Kingston - George Town,Lockheed 18-56 LodeStar,VP-JBC,2568,13,10,3,13,10.0,3.0,0,"Lost an engine on takeoff, climbed to 100-200 ft. entering a slight banking turn and crashed into the sea. Failure of the left engine which was due to the cracking of the accessory drive gear. Failure of the pilot to take precautionary steps on hearing the back firing, which was a warning of possible engine failure.",-76.8099041,18.0178743,Kingston-George Town,51.41233,-0.300689,19.2869323,-81.3674389
1376,1953-04-10,,"Miandivazo, Madagascar",Air France,,Miandrivazo - Antananarivo,Junkers JU-5/-3m,F-BALE,90,15,12,3,4,1.0,3.0,0,The cargo plane crashed on take off after experiencing duel engine failure.,45.46157849999999,-19.5354306,Miandrivazo-Antananarivo,-19.5354306,45.46157849999999,-18.8791902,47.5079055
1377,1953-04-14,02:22:00,"Selleck, Washington",Miami Airlines,,Spokane - Ellenburgh,Douglas DC-3 (C-47-DL),N65743,20432,25,22,3,7,5.0,2.0,0,"The aircraft crashed into Cedar Mountain following double engine failure. The progressive failure of both engines, due to the lack of compliance with proper maintenance standards. Spark plugs in both engines had been operated beyond their normal maintenance inspection period and exhibited evidence of a condition conducive to detonation and preignition. There was evidence that detonation and preignition took place in both engines and that  they ultimately failed as a result of master rod bearing failures.",-121.8684444,47.37565780000001,Spokane-Ellenburgh,47.6587802,-117.4260466,44.8939294,-73.8365371
1378,1953-04-14,,"Near Guwahati, India",Airways,,Guwahati - Calcutta,Douglas C-47A,VT-AUJ,19149,3,0,3,3,0.0,3.0,0,The cargo plane broke apart in midair and crashed in the Khasi hills. The port wing failed in the air due to an upload as a result of being subjected to loads greater than those for which it was designed.,91.7085933,26.1157917,Guwahati-Calcutta,26.1157917,91.7085933,22.572646,88.36389500000001
1379,1953-04-16,,"NW of Hanoi, Vietnam",Aigle Azur,,Hanoi - Na San,Douglas DC-3,F-BESS,19498,30,27,3,30,27.0,3.0,0,Crashed after takeoff due to wing failure.,105.8341598,21.0277644,Hanoi-Na San,21.0277644,105.8341598,21.2148483,104.0406128
1380,1953-04-20,23:08:00,"San Francisco Bay, California",Western Airlines,636,Los Angeles - San Francisco - Oakland,Douglas DC-6B,N91303,43823,10,5,5,8,4.0,4.0,0,The aircraft descended below minimum altitude and crashed into the sea. The pilot's action in continuing a descent below the 500 ft. prescribed minimum altitude until the aircraft struck the water. A probable contributing factor to the aircraft striking the water was the sensory illusion experienced by the pilots.,-122.3107517,37.6909682,Los Angeles-Oakland,34.0522342,-118.2436849,37.8043514,-122.2711639
1381,1953-05-02,16:35:00,"Near Jalalogori, West Bengal, India",British Overseas Airways,783/057,Calcutta - Delhi,de Havilland DH106 Comet 1,G-ALYV,6008,43,37,6,43,37.0,6.0,0,"The aircraft crashed 6 minutes after taking off from Dum Dum Airport. The accident occurred during a violent thunderstorm. Wreckage indicated that the aircraft broke up in the air. Failure of both elevator spars caused by a heavy down-load that may have been associated with a pull-up maneuver. Severe gusts encountered in the thundersquall and overcontrolling or loss of control by the pilots when flying through the thunderstorm. The aircraft was nicknamed ""York Victor.""",87.8549755,22.9867569,Calcutta-Delhi,22.572646,88.36389500000001,28.7040592,77.10249019999999
1382,1953-05-07,,"Off Hartland Point, England",Military - Royal Air Force,,Training,Vickers Valetta T-3,WG258,506,10,0,10,10,0.0,10.0,0,Crashed into the sea. Unknown cause.,-4.5338098,50.9946057, ,,,,
1383,1953-05-09,01:28:00,"New Delhi, India",Air India,,Delh - Ahmedabad - Bombay,Douglas DC-3,VT-AUD,13716,18,13,5,18,13.0,5.0,0,"Stalled following takeoff. An error of judgement by the pilot, who executed a steep starboard turn. He could not come out of the overbanked turn in time because of the low altitude. Inexperience of the pilot with the type of the aircraft which he was flying.",77.2090212,28.6139391,Delh-Bombay,28.7040592,77.10249019999999,19.0759837,72.8776559
1384,1953-05-11,,"Prince Rupert, BC, Canada",Canadian Pacific Air Lines,,Sandpit - Prince Rupert,Consolidated PBY-5A Catalina,CF-CRV,21984,19,16,3,2,1.0,1.0,0,Crashed while attempting to land.  Misuse of controls after the aircraft touched down on the water. The aircraft  bounced several times with the final bounce being so severe the nose section was torn off.,-130.3208187,54.3150367,Sandpit-Prince Rupert,40.7920708,-81.5198927,54.3150367,-130.3208187
1385,1953-05-17,14:15:00,"Near Marshall, Texas",Delta Air Lines,318,Dallas - Shreveport,Douglas DC-3,N28345,2224,20,17,3,19,16.0,3.0,0,"The plane crashed 13 miles east of Marashall Texas, during an approach to Shreveport in a severe thunderstorm. The encountering of conditions in a severe thunderstorm that resulted in loss of effective control of the aircraft and the failure of the captain to adhere to company directives requiring the avoidance of thunderstorms when conditions would allow such action.",-94.36741839999999,32.5448714,Dallas-Shreveport,32.7766642,-96.79698789999999,32.5251516,-93.7501789
1386,1953-05-24,04:18:00,"St. Louis, Missouri",Meteor Air,,Teterboro - Saint Louis,Douglas DC-3,N53596,20433,7,2,5,6,1.0,5.0,0,Mismanagement of fuel resulting in loss of power and control while circling the field preparatory to an approach for landing.,-90.19940419999999,38.6270025,Teterboro-Saint Louis,40.8659912,-74.0544013,38.6270025,-90.19940419999999
1387,1953-05-25,15:30:00,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,,Amsterdam - Paris,Convair CV-240-4,PH-TEI,125,34,28,6,0,0.0,0.0,2,"While taking off the plane reached a height of about  50 ft. after which flaps were retracted. The plane began to lose height and crash landed into a meadow. While no one on the plane died, two girls on a bicycle path were killed.",4.9041389,52.3675734,Amsterdam-Paris,52.3675734,4.9041389,48.856614,2.3522219
1388,1953-05-27,03:50:00,"Goose Wade, Russia",Aeroflot,18,Krasnoyarsk - Novosibirsk,Li-2 / Li-2T,CCCP-L4534,18429005,20,16,11,20,16.0,11.0,0,Midair collision. Crew did not follow the prescribed route. Inadequate preparation for flight. Tweny killed on the Li-2 and seven crew on the Li-2T,105.318756,61.52401,Krasnoyarsk-Novosibirsk,56.01528339999999,92.8932476,54.9832693,82.8963831
1389,1953-06-14,16:35:00,"Near  Zugdidi, Georgia",Aeroflot,229,Krasnodar - Tbilisi,Ilyushin IL-2,CCCP-L1375,30103,18,12,6,18,12.0,6.0,0,Crashed after being struck by lightning. Poor planning by the crew in entering an area of deteriorating weather conditions.,41.866992,42.5091391,Krasnodar-Tbilisi,45.036035,38.97457060000001,41.7151377,44.827096
1390,1953-06-15,,"Near Reo Copiapo, Chile",LAN Chile,,CopiapÃ³ - Santiago,Lockheed 18 Loadstar,CC-CLD-0100,2617,7,5,2,7,5.0,2.0,0,Crashed after taking off. Engine fire.,-70.46975596138736,-27.63846669579681,CopiapÃ³-Santiago,,,-33.4488897,-70.6692655
1391,1953-06-15,,"San Ramon Mtns., Costa Rica",LACSA,,Palmar Sur - San Isidoro,Douglas DC-3,TI-1002,14633/26078,17,14,3,9,6.0,3.0,0,Crashed into the San Ramone mountains while attempting to land in poor weather.,-84.4703933,10.0910284,Palmar Sur-San Isidoro,8.9470827,-83.46702250000001,42.601132,-5.5712125
1392,1953-06-16,,"Mount Phou-Lassy, French Indo-China",Aigle Azur,,Vientiane - Saigon,Douglas DC-3,F-BEST,19100,34,31,3,34,31.0,3.0,0,Crashed after on-board fire.  Possibly shot down.,2.213749,46.227638,Vientiane-Saigon,17.9757058,102.6331035,10.8230989,106.6296638
1393,1953-06-17,22:00:00,"Sao Paulo, Brazil",Panair do Brasil,,London - Bueno Aires,Lockheed 049-46-21 Constellation,PP-PDA,2066,17,10,7,17,10.0,7.0,0,Crashed while on final approach to Sao Paulo. Error of judgement by the crew during poor visibility at night.,-46.6395571,-23.5557714,London-Bueno Aires,51.5072178,-0.1275862,-34.6036844,-58.3815591
1394,1953-06-18,16:34:00,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,,Tachikawa AB - Kimpo AB,Douglas C-124A Globemaster II,51-137A,43471,129,122,7,129,122.0,7.0,0,Crashed shortly after taking off from Tachikawa Air Base. Engine failure during takeoff. A premature application of full flaps during the three engine approach resultied in loss of air speed and aircraft control. The plane crashed into a field of watermelons. First aviation disaster to claim more than 100 lives.,139.40232,35.7109011,Tachikawa AB-Kimpo AB,35.7109011,139.40232,37.6152464,126.7156325
1395,1953-07-12,08:41:00,"Pacific Ocean, 325 miles east of Wake Island",Transocean Air Lines,512,Wake Island - Honolulu - Oakland,Douglas DC-6A,N90806,42901/153,58,50,8,58,50.0,8.0,0,"Lost at sea while en route from Wake Island to Honolulu, Hawaii, approximately 325 miles east of Wake Island. Cause not determined, but there was thunderstorms and turbulence in the area. Fourteen bodies and all life rafts were recovered. The plywood panel from the navigator's table was recovered with the words ""falling in"" written on it. There is some speculation that a bomb caused the accident. The aircraft was named ""The Royal Hawaiian.""",166.6499348,19.279619,Wake Island-Oakland,19.279619,166.6499348,37.8043514,-122.2711639
1396,1953-07-17,23:15:00,"Near Milton, Florida",Military - U.S. Navy,,Whitting NAS - Norfolk NB,Fairchild R4Q-2,131663,10830,46,40,6,44,39.0,5.0,0,"The co-pilot failed to maintain a sufficient rate of climb after becoming airborne, struck obstacles and crashed into a wooded area. The pilot suffered from spatial disorientation immediately after liftoff.",-87.03968809999999,30.6324149,Whitting NAS-Norfolk NB,30.7143327,-87.01789149999999,42.03272339999999,-97.41375529999999
1397,1953-07-27,12:30:00,"Near Kanggye, North Korea",Aeroflot,, ,Ilyushin IL-12,,0,21,15,6,21,15.0,6.0,0,Shot down by a U.S. Air Force F-86 jet fighter towards the end of the Korean War. The Russian government claimed the plane was over Chinese air space.,126.5990916,40.9676726, ,,,,
1398,1953-08-03,02:28:00,"Off Fethiye Point, Turkey",Air France,,Rome - Beirut,Lockheed L- 749A Constellation,F-BAZS,2628,42,34,8,4,4.0,0.0,0,The No. 3 engine broke away from the aircraft following severe vibrations causing loss of control of the No. 4 engine and necessitating a ditching 1.5 miles from the coast. Failure in flight of a propeller blade. Four passengers drowned.,29.126347,36.659246,Rome-Beirut,41.9027835,12.4963655,33.8937913,35.5017767
1399,1953-08-03,22:37:00,"Sharjah, United Arab Emirates",Orient Airways,,Karachi - Jeddah,Douglas DC-3,AP-AAD,9143,25,21,4,1,1.0,0.0,0,"Shortly after taking off, the aircraft entered a turn and crashed to the ground. The failure of the captain to supervise the first officer in flying the plane who was not able to fly on instruments in the dark.",55.42109319999999,25.3461555,Karachi-Jeddah,24.8607343,67.0011364,21.485811,39.19250479999999
1400,1953-08-05,,Off Irish coast,Military - U.S. Air Force,, Travis - Lakenheath, Convair B-36,52-1369,303,23,0,23,19,0.0,19.0,0,"Crashed into the Atlantic Ocean after two of itâ€™s engines caught fire, 500 miles off the Irish coast.",,, Travis-Lakenheath,,,52.413917,0.5218539999999999
1401,1953-08-18,,"Near San Diego, California",Aerovias Contreras,, ,Curtiss C-46A,XA-GOT,26403,2,0,2,2,0.0,2.0,0,The cargo plane flew into a mountain east of San Diego.,-117.1610838,32.715738, ,,,,
1402,1953-09-01,23:30:00,"Near Barcelonnette, France",Air France,,Paris - Nice - Beirut - Baghdad - Karachi - Calcutta,Lockheed 749A Constellation,F-BAZZ,2674,42,33,9,42,33.0,9.0,0,"While on approach to land at Nice-Cote d' Azur Airport the aircraft crashed into Mt. Cemet in the French Alps. French violinist Jacques Tribaud, 72, among those killed. Navigational error. Pilot deviated from the prescribled route for reasons unknown.",6.650462999999999,44.3863,Paris-Calcutta,48.856614,2.3522219,22.572646,88.36389500000001
1403,1953-09-01,18:42:00,"Vail, Washington",Regina Cargo Airlines,,Fort Ord - McChord,Douglas DC-3,N19941,6333,21,19,2,21,19.0,2.0,0,"Crashed on the fringe of the Cascade mountains, 26 nm short of McChord AFB. The pilot's attempt to continue flight under the provisions of VFR during IFR conditions.",-122.6562348,46.8451007,Fort Ord-McChord,36.5860157,-121.7127873,47.1342432,-122.4857321
1404,1953-09-08,13:16:00,"San Andres, Honduras",TACA,,San Pedro - San Andres,Douglas C-47A,XH-TAR,13817/25262,3,0,3,3,0.0,3.0,0,After a missed approach the No. 2 engine of the cargo plane failed. Failure of the right engine when the pilot wished to obtain maximum power from both engines after a missed landing.,-88.549629,14.22246,San Pedro-San Andres,33.7360619,-118.2922461,12.5450153,-81.7075787
1405,1953-09-14,,"Chablekal, Mexico",Transportes AÃ©reos Mexicanos,,Campeche - MÃ©rida,Douglas C-47A,XA-GIC,13113,2,0,2,1,0.0,1.0,0,The cargo plane struck a tower in fog while attempting to land. Too low approach.,-89.5756987,21.0961842,Campeche-MÃ©rida,19.8301251,-90.5349087,,
1406,1953-09-16,08:34:00,"Albany, New York",American Airlines,723,Boston - Hartford - Albany - Chicago,Convair CV-240-0,N94255,116,28,25,3,28,25.0,3.0,0,"After circling, the aircraft crashed into two radio towers while on approach to Albany Municipal Airport. While the pilot was aligning with the runway, he descended below obstructions partially obscured by fog and crashed into radio towers. Crew's failure to abandon the landing under adverse weather conditions.",-73.7562317,42.6525793,Boston-Chicago,42.3600825,-71.0588801,41.8781136,-87.6297982
1407,1953-09-25,10:10:00,"Ankara, Turkey",Devlet Hava Yollari,,Ankara - Van,Douglas DC-3,TC-EGE,9694,21,16,5,5,1.0,4.0,0,"Crashed to the ground after an engine fire during takeoff. As the plane returned, it stalled and crashed.",32.8597419,39.9333635,Ankara-Van,39.9333635,32.8597419,,
1408,1953-09-28,16:18:00,"Louisville, Kentucky",Resort Airlines,,Philadelphia - Louisville,Curtiss C-46F-1-CU,N66534,22384,41,38,3,25,22.0,3.0,0,"While the plane was attempting to land it entered a steep climb, stalled and crashed. The structural failure of the left elevator in flight, causing loss of control. This structural failure was brought about by the left outboard hinge bolt backing out of the assembly. The underlying cause was improper maintenance which resulted in the installation of hinge bolts and bearings not meeting specifications, and inadequate inspection which failed to detect this condition.",-85.7584557,38.2526647,Philadelphia-Louisville,39.9525839,-75.1652215,38.2526647,-85.7584557
1409,1953-10-14,14:54:00,"Frankfurt, Germany",Sabena,,Salzburg - Frankfurt - Brussels,Convair CV-240-12,OO-AWQ,154,44,40,4,44,40.0,4.0,0,Crashed while attempting to take off. Loss of engine power on takeoff. The loss of power may possibly be attributed to the heavy deposit of lead on the spark plugs.,8.6821267,50.1109221,Salzburg-Brussels,47.80949,13.05501,50.8476424,4.3571696
1410,1953-10-17,,"Lai Chau, Vietnam",Compagnie Sila,, ,Douglas C-47B,F-VNAE,25591,7,0,7,2,0.0,2.0,0,The cargo plane crashed under unknown circumstances.,103.4702631,22.3862227, ,,,,
1411,1953-10-19,00:56:00,"New York City, New York",Eastern Air Lines,627,New York City - San Juan,Lockheed 749A Constellation,N119A,2616,27,22,5,2,2.0,0.0,0,The aircraft crashed a few seconds after becoming airborne. The captain's loss of visual reference and orientation when he encountered drifting fog shortly after becoming airborne on take-off and the resultant inadvertent assumption of a descending flight path.,-74.0059728,40.7127753,New York City-San Juan,40.7127753,-74.0059728,18.4670588,-66.1184593
1412,1953-10-19,07:10:00,"Near Monterrey, Mexico",Aerovias Contreras,,Monterrey - Falcon Dam,Douglas C-46A-CU ( DC-3),XA-GOT,26403,21,18,3,21,18.0,3.0,0,Crashed into a ravine while carring reporters and officials to the inauguration of Falcon Dam.,-100.3161126,25.6866142,Monterrey-Falcon Dam,25.6866142,-100.3161126,26.5589435,-99.16475539999999
1413,1953-10-27,11:18:00,"Near Magadan, Russia",Aeroflot,783,Magadan - Okhotsk - Nikolayevsk-on-Amur - Khabarovsk,Ilyushin IL-12,L1765,93013102,32,27,5,22,17.0,5.0,0,Stalled and crashed 6 km from the airport. Overloaded. Snow not removed from the wings. Icing.,150.8127537,59.55943970000001,Magadan-Khabarovsk,59.55943970000001,150.8127537,48.4814433,135.0720667
1414,1953-10-29,08:44:00,"Near Half Moon Bay, California",British Commonwealth Pacific Airlines,304/44,Sydney - Honolulu - San Francisco,Douglas DC-6,VH-BPE,43125/131,19,11,8,19,11.0,8.0,0,"While flying in fog on an approach to San Francisco International Airport, the aircraft crashed into a redwood forest on a mountain ridge, 7.5 miles southeast of Half Moon Bay. The plane struck the ridge of King's Mountain and broke up, scattering wreckage over a half-mile area.  Failure of the crew to follow prescribed procedures for an instrument approach. American pianist, William Kapell, 31, killed.",-122.4285862,37.4635519,Sydney-San Francisco,-33.8688197,151.2092955,37.7749295,-122.4194155
1415,1953-10-31,00:30:00,"Kharkov. Ukraine, Russia",Aeroflot,270,Rostov-on-Don - Kharkiv - Moscow,Li-2,L4732,18432509,16,11,5,15,10.0,5.0,0,The plane stalled while landing due to improperly set controls. Poor approach techniques on part of the flying crew and against the published procedures according to the weather conditions.,36.230383,49.9935,Rostov-on-Don-Moscow,47.2357137,39.701505,,
1416,1953-11-03,,"Tarabuco, Bolivia",Lloyd Aereo Boliviano,,Camiri - Sucre,Douglas DC-3,CP-600,2181,28,25,3,28,25.0,3.0,0,"Crashed into the Rodeo Pampa mountains during an approach to Sucre, 18 miles from its destination.",-64.91532339999999,-19.1828336,Camiri-Sucre,-20.0220572,-63.5316188,,
1417,1953-11-11,17:30:00,"Off Argyll, Scotland",Military - Royal Air Force,,Training,Avro Shackleton MR-2,WL746,0,10,0,10,10,0.0,10.0,0,Crashed in the Atlantic during a training exercise.,-5.480748,56.4006214, ,,,,
1418,1953-12-04,17:00:00,"Near Guaderrama, Spain",Aviaco,,Bilbao - Madrid,Bristol 170 Freighter 21,EC-AEG,12797,33,28,5,23,22.0,1.0,0,Crashed into Mt. Somosierra in poor weather conditions. It is believed the aircraft suffered downdraft and lost altitude before colliding with a mountain.,-4.0875528,40.6731798,Bilbao-Madrid,43.2630126,-2.9349852,40.4167754,-3.7037902
1419,1953-12-12,03:25:00,"Nagpur, India",Indian Airlines,,New Delhi - Nagpur - Madras,Douglas DC-3,VT-CHF,11810,14,10,4,13,10.0,3.0,0,"Shortly after taking off , the aircraft experienced loss of control in too steep a turn. Loss of critical height during a steep left hand turn, with the landing gear down, executed by the pilot at an unsafe altitude in an attempt to return to the aerodrome, after experiencing a temporary loss of power of the left engine soon after becoming airborne. A false right engine fire warning precipitated the attempt at a forced landing.",79.0881546,21.1458004,New Delhi-Madras,28.6139391,77.2090212,13.0826802,80.2707184
1420,1953-12-15,,"	Tecpan Mt., Guatemala",Aviateca,,Brownsville - Guatemala City,Curtiss C-46D,TG-AQA,33589,2,0,2,2,0.0,2.0,0,"The cargo plane with a load of citrus fruit flew into a 8,000 ft. mountain.",-90.9868468,14.7558344,Brownsville-Guatemala City,25.9017472,-97.4974838,14.6349149,-90.5068824
1421,1953-12-15,,"Near Cairo, Egypt",Misair,,Cairo - Luxor,VC-Viking,SU-AFK,213,6,5,1,6,5.0,1.0,0,Crashed on takeoff from Cairo-Almaza Airport.,31.2357116,30.0444196,Cairo-Luxor,30.0444196,31.2357116,36.09551,-115.1760672
1422,1953-12-17,06:50:00,"Guam, Mariana Islands",Military - U.S. Air Force,, ,Boeing B-29,44-87741,0,16,6,10,11,5.0,6.0,8,"The aircraft crashed into an officer's housing area after attemping to make an emergency landing with an engine out,at Anderson Air Force Base on Guam.",144.793731,13.444304, ,,,,
1423,1953-12-19,18:55:00,"Zurich, Switzerland",Sabena,,Brussels - Zurich,Convair CV-240,OO-AWO,128,44,41,3,1,1.0,0.0,0,Descended below the glide path in poor weather and darkness and crashed 1.5 miles short of the runway. Poor approach procedures performed by the pilot.,8.541694,47.3768866,Brussels-Zurich,50.8476424,4.3571696,47.3768866,8.541694
1424,1953-12-21,,"Dah-el-Kadeeb, Syria",Syrian Airways,, ,Douglas DC-3,YK-AAF,TDB,15,0,0,9,0.0,0.0,0,,38.996815,34.80207499999999, ,,,,
1425,1954-01-02,,"Herat, Afghanistan",Ariana Afghan Airlines,, ,Douglas DC-3,,0,21,0,0,21,0.0,0.0,0,Two Russian trade delegates were killed when the plane crashed near Herat in a showstorm.,62.20402869999999,34.352865, ,,,,
1426,1954-01-05,,"Lapseki, Turkey",Devlet Hava Yollari,,Istanbull - Bandirma - Canakkal7,Douglas DC-3,TC-BAG,19616,10,5,5,4,2.0,2.0,0,Flew into a mountain near Lapseki.,26.6843049,40.345477,Istanbull-Canakkal7,41.0082376,28.9783589,,
1427,1954-01-06,17:20:00,"Near Aldbury, England",Military -Royal Air Force,,Bovingdon AF - Thorney Island,Vickers Valetta,WJ474,599,17,13,4,16,12.0,4.0,0,The aircraft crashed 4 minutes after taking off in a snow shower. The aircraft lost altitude and crashed to the ground for reasons unknown.,-0.6016020999999999,51.80324419999999,Bovingdon AF-Thorney Island,51.723391,-0.534632,50.816021,-0.9184019999999999
1428,1954-01-10,11:05:00,"Off Elba, Italy",British Overseas Airways,781,Rome - London,de Havilland DH106 Comet 1,G-ALYP,6003,35,29,6,35,29.0,6.0,0,"The aircraft broke up in-flight while en route from Rome to London. Metal fatigue due to a design flaw caused a breakup of the aircraft. One of two accidents with the same cause. The aircraft was nicknamed ""Yoke Peter.""",10.1927389,42.7781867,Rome-London,41.9027835,12.4963655,51.5072178,-0.1275862
1429,1954-01-11,06:15:00,"Manizales, Colombia",AVIANCA,,Medellin  - Armenia,Douglas DC-3,HK-160,19540,21,18,3,21,18.0,3.0,0,"While descending to Manizales by night and poor weather conditions, the aircraft collided with a mountain shrouded by clouds and disintegrated on impact.",-75.5027698,5.0629743,Medellin -Armenia,6.2476376,-75.56581530000001,40.069099,45.038189
1430,1954-01-12,13:55:00,"Prague, Czech Republic",Czech Airlines,,Prague - Ostrava,Douglas C-47 Skytrain (DC-3),OK-WDS,11854,18,14,4,13,9.0,4.0,0,"The crew spotted a chimney and the pilot made a sharp turn to the left to avoid a collision. In doing so, the airplane hit a telephone pole and telegraphic cables, stalled and crashed in flames in a snow covered field. The accident was the consequence of poor flying techniques on part of the pilot-in-command during initial climb.",14.4378005,50.0755381,Prague-Ostrava,50.0755381,14.4378005,49.8209226,18.2625243
1431,1954-01-13,,"Signal Hill, California",Military - U.S. Air Force,,Williams AFB  - Long Beach,F-88 Sabre Jet,,0,1,0,1,1,0.0,1.0,6,The jet fighter crashed into homes killing 6 people and destroying 3 homes while attempting to land at Long Beach Airport..,-118.1678456,33.8044614,Williams AFB -Long Beach,,,33.7700504,-118.1937395
1432,1954-01-14,11:50:00,"Rome, Italy",Philippine Air Lines,,"Beirut, Lebanon - Rome, Italy",Douglas DC-6,PI-C294,42903/150,16,9,7,16,9.0,7.0,0,While descending to make an IFR landing the aircraft went into a steep dive and crashed. There was a possibility of both right engines being on fire. There was turbulence in the area.. The aircraft possibly  lost a wing during a pull out from the steep dive.,12.4963655,41.9027835,"Beirut, Lebanon-Rome, Italy",33.8937913,35.5017767,41.9027835,12.4963655
1433,1954-01-20,07:08:00,"Kansas City, Missouri",Zantop Air Transport,,Jackson  - Kansas City,Douglas DC-3A,N49551,4940,3,0,3,3,0.0,3.0,0,The cargo plane crashed while on approach. The loss of control of the aircraft at an altitude too low to effect recovery. The loss of control resulted from an accumulation of ice and the use of de-icer boots at low air speeds.,-94.5785667,39.0997265,Jackson -Kansas City,,,39.0997265,-94.5785667
1434,1954-02-01,13:50:00,"Off Hokkaido, Japan",Military - U.S. Air Force,,Misawa - Chitose,Curtiss-Wright C46D-CU,44-78027A,33423,35,30,5,35,30.0,5.0,0,"After reporting a fire in the cargo hold and that a ditching was imminent,  the last message from the aircraft was ""I've lost control of the aircraft we're going in."" The plane crashed 30 km south of Tomakomai.",142.8634737,43.2203266,Misawa-Chitose,40.683157,141.3690006,42.82128669999999,141.6510125
1435,1954-02-05,,"Susitna Valley, Alaska",Military - U.S. Air Force,,Ladd AFB - Elemndorf AFB,Douglas C-47,5895,0,16,0,16,10,0.0,10.0,0,"The plane broke apart over the Susitna Valley of South Central Alaska and the scattered parts fell onto Kesugi Ridge, which is now within Denali State Park. Six servicemen wearing parachutes escaped by being thrown from the disintegrating aircraft.",-149.4936733,64.2008413,Ladd AFB-Elemndorf AFB,64.8415654,-147.6101077,61.2536352,-149.8112528
1436,1954-02-12,,"Off Gozo, Malta",Military - Royal Air Force,,Military exercise,Avro Shackleton MR-2,WL794,0,10,0,10,10,0.0,10.0,0,Crashed at sea while on manuvers.,14.2512221,36.0442999, ,,,,
1437,1954-02-25,11:00:00,"New Delhi, India",Indian Airlines,,Test flight,Douglas DC-3,VT-ATU,20358,3,0,3,3,0.0,3.0,0,The test flight crashed after attempting to determine the cause of a crash at Nagpur on 12/12/1953.,77.2090212,28.6139391, ,,,,
1438,1954-02-26,10:32:00,"Wright, Wyoming",Western Airlines,314,Salt Lake City - Cedar City - Rapid City,Convair CV-240,N8407H,37,9,6,3,9,6.0,3.0,0,"After entering an area of severe turbulence and icing, the plane made a rapid descent and struck the ground at high speed. A sudden emergency of undetermined origin under adverse weather conditions resulting in rapid descent and impact with the ground at high speed.",-105.4913345,43.75188319999999,Salt Lake City-Rapid City,40.7607793,-111.8910474,44.0805434,-103.2310149
1439,1954-03-04,14:30:00,"Near St. Etienne de Tinee, France",Military - U.S. Air Force,,"Tripoli, Libya - Hahn, W Germany",Douglas C-47A-DL,42-24096A,9958,20,18,2,20,18.0,2.0,0,"The aircraft struck a mountain and disintegrated at an altitude of 8,000 ft. while en route. The accident occurred in snow and low overcast conditions. The plane had drifted off the prescribed course and no wind drift correction had been made.",6.925440999999999,44.2555539,"Tripoli, Libya-Hahn, W Germany",32.8872094,13.1913383,49.9632914,7.270699700000001
1440,1954-03-13,,"Dien Bien Phu, South Vietnam",Aigle Azur,, ,C-46,,0,0,0,0,0,0.0,0.0,0,Shot down.,103.0321549,21.4063898, ,,,,
1441,1954-03-13,14:34:00,"Kallang Airport, Singapore",British Overseas Airways,,Australia - London,Lockheed 749A-79-33 Constellation,G-ALAM,2554,40,31,9,33,31.0,2.0,0,"Crashed short of the runway, hit a wall, overturned and caught fire. Improper procedures used in landing.  Pilot fatigue.",103.8729582,1.3098918,Australia-London,-25.274398,133.775136,51.5072178,-0.1275862
1442,1954-03-14,04:20:00,"Off Mackay, Australia",Queensland Airlines,,Mackay - Rockhampton,Douglas C-47A,VH-BBV,12360,2,0,2,2,0.0,2.0,0,"One minute after taking off, the cargo plane crashed into the sea off Mackay.",149.1868281,-21.1433971,Mackay-Rockhampton,-21.1433971,149.1868281,-23.3786203,150.5088889
1443,1954-03-19,22:30:00,"Near Lothian, Maryland",Military - U.S. Air Force,,"Oklahoma - Long Island, NY",Fairchild C-110F,51-7993,10732,18,12,6,18,12.0,6.0,0,Crashed to the ground about 20 minutes after leaving Bolling Air Force Base. The aircraft was circling a radio beacon under VFR waiting for IFR clearance. An attempt to maintain VFR flight at night and in poor visibility.  Possible crew fatigue.,-76.611351,38.8317815,"Oklahoma-Long Island, NY",35.0077519,-97.092877,40.789142,-73.13496099999999
1444,1954-03-26,,"Monterrey, Mexico",Aeronaves de Mexico,,Mazatlan - Monterey,Douglas DC-3,XA-GUN,7358,18,15,3,18,15.0,3.0,0,Crashed and burned on Friar's Peak in the Salinas mountains after being waved off for landing due to a dust storm.,-100.3161126,25.6866142,Mazatlan-Monterey,23.2494148,-106.4111425,36.6002378,-121.8946761
1445,1954-04-03,13:40:00,"Kabassaak, Turkey",Devlet Hava Yollari,,Adana - Istanbul,Douglas DC-3,TC-ARK,19509,25,20,5,25,20.0,5.0,0,"Exploded in midair about 25 miles from Adana, 15 minutes after takeoff from Adana.",,,Adana-Istanbul,36.9914194,35.3308285,41.0082376,28.9783589
